Seq,Host,Starttime,JobRuntime,Send,Receive,Exitval,Signal,Command,V1,Stdout,Stderr
11,:,1680699064.000,0.000,0,179,0,0,"time (bash -c 'ulimit -t 605; d4 -m projMC -f 1 -i instances/water-supply-network/pcnf/Net3_15_141.cnf.ple instances/water-supply-network/pcnf/Net3_15_141.cnf.ple' &>> /dev/null)",instances/water-supply-network/pcnf/Net3_15_141.cnf.ple,"time (bash -c 'ulimit -t 605; d4 -m projMC -f 1 -i instances/water-supply-network/pcnf/Net3_15_141.cnf.ple instances/water-supply-network/pcnf/Net3_15_141.cnf.ple' &>> /dev/null)
",
12,:,1680699064.000,0.000,0,177,0,0,"time (bash -c 'ulimit -t 605; d4 -m projMC -f 1 -i instances/water-supply-network/pcnf/Net3_2_253.cnf.ple instances/water-supply-network/pcnf/Net3_2_253.cnf.ple' &>> /dev/null)",instances/water-supply-network/pcnf/Net3_2_253.cnf.ple,"time (bash -c 'ulimit -t 605; d4 -m projMC -f 1 -i instances/water-supply-network/pcnf/Net3_2_253.cnf.ple instances/water-supply-network/pcnf/Net3_2_253.cnf.ple' &>> /dev/null)
",
13,:,1680699064.000,0.000,0,177,0,0,"time (bash -c 'ulimit -t 605; d4 -m projMC -f 1 -i instances/water-supply-network/pcnf/Net3_2_251.cnf.ple instances/water-supply-network/pcnf/Net3_2_251.cnf.ple' &>> /dev/null)",instances/water-supply-network/pcnf/Net3_2_251.cnf.ple,"time (bash -c 'ulimit -t 605; d4 -m projMC -f 1 -i instances/water-supply-network/pcnf/Net3_2_251.cnf.ple instances/water-supply-network/pcnf/Net3_2_251.cnf.ple' &>> /dev/null)
",
14,:,1680699064.000,0.000,0,181,0,0,"time (bash -c 'ulimit -t 605; d4 -m projMC -f 1 -i instances/water-supply-network/pcnf/Net3_147_141.cnf.ple instances/water-supply-network/pcnf/Net3_147_141.cnf.ple' &>> /dev/null)",instances/water-supply-network/pcnf/Net3_147_141.cnf.ple,"time (bash -c 'ulimit -t 605; d4 -m projMC -f 1 -i instances/water-supply-network/pcnf/Net3_147_141.cnf.ple instances/water-supply-network/pcnf/Net3_147_141.cnf.ple' &>> /dev/null)
",
15,:,1680699064.000,0.000,0,185,0,0,"time (bash -c 'ulimit -t 605; d4 -m projMC -f 1 -i instances/water-supply-network/pcnf/Net3_River_231.cnf.ple instances/water-supply-network/pcnf/Net3_River_231.cnf.ple' &>> /dev/null)",instances/water-supply-network/pcnf/Net3_River_231.cnf.ple,"time (bash -c 'ulimit -t 605; d4 -m projMC -f 1 -i instances/water-supply-network/pcnf/Net3_River_231.cnf.ple instances/water-supply-network/pcnf/Net3_River_231.cnf.ple' &>> /dev/null)
",
16,:,1680699064.000,0.000,0,181,0,0,"time (bash -c 'ulimit -t 605; d4 -m projMC -f 1 -i instances/water-supply-network/pcnf/Net3_147_153.cnf.ple instances/water-supply-network/pcnf/Net3_147_153.cnf.ple' &>> /dev/null)",instances/water-supply-network/pcnf/Net3_147_153.cnf.ple,"time (bash -c 'ulimit -t 605; d4 -m projMC -f 1 -i instances/water-supply-network/pcnf/Net3_147_153.cnf.ple instances/water-supply-network/pcnf/Net3_147_153.cnf.ple' &>> /dev/null)
",
17,:,1680699064.000,0.000,0,185,0,0,"time (bash -c 'ulimit -t 605; d4 -m projMC -f 1 -i instances/water-supply-network/pcnf/Net3_River_219.cnf.ple instances/water-supply-network/pcnf/Net3_River_219.cnf.ple' &>> /dev/null)",instances/water-supply-network/pcnf/Net3_River_219.cnf.ple,"time (bash -c 'ulimit -t 605; d4 -m projMC -f 1 -i instances/water-supply-network/pcnf/Net3_River_219.cnf.ple instances/water-supply-network/pcnf/Net3_River_219.cnf.ple' &>> /dev/null)
",
18,:,1680699064.000,0.000,0,185,0,0,"time (bash -c 'ulimit -t 605; d4 -m projMC -f 1 -i instances/water-supply-network/pcnf/Net3_River_251.cnf.ple instances/water-supply-network/pcnf/Net3_River_251.cnf.ple' &>> /dev/null)",instances/water-supply-network/pcnf/Net3_River_251.cnf.ple,"time (bash -c 'ulimit -t 605; d4 -m projMC -f 1 -i instances/water-supply-network/pcnf/Net3_River_251.cnf.ple instances/water-supply-network/pcnf/Net3_River_251.cnf.ple' &>> /dev/null)
",
19,:,1680699064.000,0.000,0,185,0,0,"time (bash -c 'ulimit -t 605; d4 -m projMC -f 1 -i instances/water-supply-network/pcnf/Net3_River_131.cnf.ple instances/water-supply-network/pcnf/Net3_River_131.cnf.ple' &>> /dev/null)",instances/water-supply-network/pcnf/Net3_River_131.cnf.ple,"time (bash -c 'ulimit -t 605; d4 -m projMC -f 1 -i instances/water-supply-network/pcnf/Net3_River_131.cnf.ple instances/water-supply-network/pcnf/Net3_River_131.cnf.ple' &>> /dev/null)
",
20,:,1680699064.000,0.000,0,185,0,0,"time (bash -c 'ulimit -t 605; d4 -m projMC -f 1 -i instances/water-supply-network/pcnf/Net3_River_203.cnf.ple instances/water-supply-network/pcnf/Net3_River_203.cnf.ple' &>> /dev/null)",instances/water-supply-network/pcnf/Net3_River_203.cnf.ple,"time (bash -c 'ulimit -t 605; d4 -m projMC -f 1 -i instances/water-supply-network/pcnf/Net3_River_203.cnf.ple instances/water-supply-network/pcnf/Net3_River_203.cnf.ple' &>> /dev/null)
",
