Seq,Host,Starttime,JobRuntime,Send,Receive,Exitval,Signal,Command,V1,Stdout,Stderr
12,:,1680699063.000,0.000,0,199,0,0,"time (bash -c 'ulimit -t 605; d4 -m projMC -f 1 -i instances/power_transmission_grid/europe/Armenia/pcnf/0_4.cnf.ple instances/power_transmission_grid/europe/Armenia/pcnf/0_4.cnf.ple' &>> /dev/null)",instances/power_transmission_grid/europe/Armenia/pcnf/0_4.cnf.ple,"time (bash -c 'ulimit -t 605; d4 -m projMC -f 1 -i instances/power_transmission_grid/europe/Armenia/pcnf/0_4.cnf.ple instances/power_transmission_grid/europe/Armenia/pcnf/0_4.cnf.ple' &>> /dev/null)
",
13,:,1680699063.000,0.000,0,199,0,0,"time (bash -c 'ulimit -t 605; d4 -m projMC -f 1 -i instances/power_transmission_grid/europe/Armenia/pcnf/2_0.cnf.ple instances/power_transmission_grid/europe/Armenia/pcnf/2_0.cnf.ple' &>> /dev/null)",instances/power_transmission_grid/europe/Armenia/pcnf/2_0.cnf.ple,"time (bash -c 'ulimit -t 605; d4 -m projMC -f 1 -i instances/power_transmission_grid/europe/Armenia/pcnf/2_0.cnf.ple instances/power_transmission_grid/europe/Armenia/pcnf/2_0.cnf.ple' &>> /dev/null)
",
14,:,1680699063.000,0.000,0,199,0,0,"time (bash -c 'ulimit -t 605; d4 -m projMC -f 1 -i instances/power_transmission_grid/europe/Armenia/pcnf/4_2.cnf.ple instances/power_transmission_grid/europe/Armenia/pcnf/4_2.cnf.ple' &>> /dev/null)",instances/power_transmission_grid/europe/Armenia/pcnf/4_2.cnf.ple,"time (bash -c 'ulimit -t 605; d4 -m projMC -f 1 -i instances/power_transmission_grid/europe/Armenia/pcnf/4_2.cnf.ple instances/power_transmission_grid/europe/Armenia/pcnf/4_2.cnf.ple' &>> /dev/null)
",
15,:,1680699063.000,0.000,0,199,0,0,"time (bash -c 'ulimit -t 605; d4 -m projMC -f 1 -i instances/power_transmission_grid/europe/Armenia/pcnf/3_4.cnf.ple instances/power_transmission_grid/europe/Armenia/pcnf/3_4.cnf.ple' &>> /dev/null)",instances/power_transmission_grid/europe/Armenia/pcnf/3_4.cnf.ple,"time (bash -c 'ulimit -t 605; d4 -m projMC -f 1 -i instances/power_transmission_grid/europe/Armenia/pcnf/3_4.cnf.ple instances/power_transmission_grid/europe/Armenia/pcnf/3_4.cnf.ple' &>> /dev/null)
",
16,:,1680699063.000,0.000,0,199,0,0,"time (bash -c 'ulimit -t 605; d4 -m projMC -f 1 -i instances/power_transmission_grid/europe/Armenia/pcnf/1_3.cnf.ple instances/power_transmission_grid/europe/Armenia/pcnf/1_3.cnf.ple' &>> /dev/null)",instances/power_transmission_grid/europe/Armenia/pcnf/1_3.cnf.ple,"time (bash -c 'ulimit -t 605; d4 -m projMC -f 1 -i instances/power_transmission_grid/europe/Armenia/pcnf/1_3.cnf.ple instances/power_transmission_grid/europe/Armenia/pcnf/1_3.cnf.ple' &>> /dev/null)
",
17,:,1680699063.000,0.000,0,199,0,0,"time (bash -c 'ulimit -t 605; d4 -m projMC -f 1 -i instances/power_transmission_grid/europe/Armenia/pcnf/5_4.cnf.ple instances/power_transmission_grid/europe/Armenia/pcnf/5_4.cnf.ple' &>> /dev/null)",instances/power_transmission_grid/europe/Armenia/pcnf/5_4.cnf.ple,"time (bash -c 'ulimit -t 605; d4 -m projMC -f 1 -i instances/power_transmission_grid/europe/Armenia/pcnf/5_4.cnf.ple instances/power_transmission_grid/europe/Armenia/pcnf/5_4.cnf.ple' &>> /dev/null)
",
18,:,1680699063.000,0.000,0,229,0,0,"time (bash -c 'ulimit -t 605; d4 -m projMC -f 1 -i instances/power_transmission_grid/europe/Bosnia_and_Herzegovina/pcnf/4_9.cnf.ple instances/power_transmission_grid/europe/Bosnia_and_Herzegovina/pcnf/4_9.cnf.ple' &>> /dev/null)",instances/power_transmission_grid/europe/Bosnia_and_Herzegovina/pcnf/4_9.cnf.ple,"time (bash -c 'ulimit -t 605; d4 -m projMC -f 1 -i instances/power_transmission_grid/europe/Bosnia_and_Herzegovina/pcnf/4_9.cnf.ple instances/power_transmission_grid/europe/Bosnia_and_Herzegovina/pcnf/4_9.cnf.ple' &>> /dev/null)
",
19,:,1680699063.000,0.000,0,229,0,0,"time (bash -c 'ulimit -t 605; d4 -m projMC -f 1 -i instances/power_transmission_grid/europe/Bosnia_and_Herzegovina/pcnf/0_4.cnf.ple instances/power_transmission_grid/europe/Bosnia_and_Herzegovina/pcnf/0_4.cnf.ple' &>> /dev/null)",instances/power_transmission_grid/europe/Bosnia_and_Herzegovina/pcnf/0_4.cnf.ple,"time (bash -c 'ulimit -t 605; d4 -m projMC -f 1 -i instances/power_transmission_grid/europe/Bosnia_and_Herzegovina/pcnf/0_4.cnf.ple instances/power_transmission_grid/europe/Bosnia_and_Herzegovina/pcnf/0_4.cnf.ple' &>> /dev/null)
",
20,:,1680699063.000,0.000,0,229,0,0,"time (bash -c 'ulimit -t 605; d4 -m projMC -f 1 -i instances/power_transmission_grid/europe/Bosnia_and_Herzegovina/pcnf/8_5.cnf.ple instances/power_transmission_grid/europe/Bosnia_and_Herzegovina/pcnf/8_5.cnf.ple' &>> /dev/null)",instances/power_transmission_grid/europe/Bosnia_and_Herzegovina/pcnf/8_5.cnf.ple,"time (bash -c 'ulimit -t 605; d4 -m projMC -f 1 -i instances/power_transmission_grid/europe/Bosnia_and_Herzegovina/pcnf/8_5.cnf.ple instances/power_transmission_grid/europe/Bosnia_and_Herzegovina/pcnf/8_5.cnf.ple' &>> /dev/null)
",
21,:,1680699063.000,0.000,0,231,0,0,"time (bash -c 'ulimit -t 605; d4 -m projMC -f 1 -i instances/power_transmission_grid/europe/Bosnia_and_Herzegovina/pcnf/11_7.cnf.ple instances/power_transmission_grid/europe/Bosnia_and_Herzegovina/pcnf/11_7.cnf.ple' &>> /dev/null)",instances/power_transmission_grid/europe/Bosnia_and_Herzegovina/pcnf/11_7.cnf.ple,"time (bash -c 'ulimit -t 605; d4 -m projMC -f 1 -i instances/power_transmission_grid/europe/Bosnia_and_Herzegovina/pcnf/11_7.cnf.ple instances/power_transmission_grid/europe/Bosnia_and_Herzegovina/pcnf/11_7.cnf.ple' &>> /dev/null)
",
